Genres,Source,Type,Episodes,Score,Favorites,Decimal,Popularity
Fantasy,Original,Special,1,6.29,14,4,3259
"Comedy, Romance",4-koma manga,TV,13,6.7,7,3,4970
Romance,Web manga,TV,13,8.14,4089,2,126
"Shounen, Action, Otro",Manga,TV,154,7.51,936,4120,1268
"Romance, Fantasy",Light novel,TV,10,5.49,24,6,2349
"Mistery, Comedy, Sci-Fi, Action",Manga,TV,50,6.83,1,32809,8181
"Fantasy, Otro",Game,TV,49,6.11,26,4100,4217
"Comedy, Romance, Shounen, Supernatural, Ecchi",Light novel,TV,12,6.65,544,403,521
"Comedy, Romance",Manga,ONA,12,7.36,485,3,722
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,3,6.59,5,275,5724
"Romance, Action",Novel,Movie,1,7.36,227,10,1814
"Comedy, Fantasy, Shounen",Light novel,Movie,1,7.29,6,21,3118
"Comedy, Shounen, Ecchi",Manga,TV,24,7.49,235,273,2158
"Fantasy, Action",Original,TV,12,7.12,76,12,1632
"Sci-Fi, Fantasy, Gore, Shounen, Action, Supernatural",Original,OVA,13,7.43,55,16572,4602
"Sci-Fi, Gore, Otro",Manga,Movie,1,6.24,14,20512,4458
"Historical, Romance, Fantasy",Novel,TV,23,8.04,46,1030,3751
"Comedy, Fantasy, Action",Original,OVA,1,5.77,1,13,9131
"Sci-Fi, Romance, Fantasy, Shounen, Action",Manga,TV,193,7.25,25,62,4322
"Comedy, Romance, Fantasy",Light novel,TV,13,6.42,7,7,5415
"Sci-Fi, Fantasy, Otro",Original,TV,26,7.09,1189,4132,650
"Comedy, Sci-Fi",Original,Special,3,6.51,13,33,3081
"Romance, Fantasy, Otro",Book,Movie,1,7.87,8,4102,6864
"Comedy, Romance, Fantasy",Web manga,TV,13,6.71,5,7,5613
"Romance, Fantasy, Shoujo, Supernatural",Manga,Special,1,7.7,22,646,2640
Comedy,Game,Special,7,5.89,1,1,4454
"Sci-Fi, Sports, Romance, Shounen",Original,TV,13,7.19,70,4146,3250
"Romance, Fantasy, Action, Supernatural, Ecchi",Light novel,TV,24,7.35,1719,398,178
"Comedy, Romance, Shounen, Ecchi",Manga,TV,10,6.53,683,275,499
Comedy,Manga,TV,36,5.61,1,1,7567
"Comedy, Sports, Shounen",Manga,ONA,10,6.5,0,4113,13949
"Sci-Fi, Historical, Fantasy",Original,TV,52,6.45,5,1060,8722
"Comedy, Romance, Fantasy",Original,TV,91,6.42,5,7,7291
"Fantasy, Action",Original,Movie,1,5.14,0,12,12959
Ecchi,Visual novel,Special,5,7.16,27,256,2285
"Comedy, Romance",Manga,TV,12,7.72,1177,3,700
"Sci-Fi, Fantasy, Action, Otro",Original,OVA,1,5.87,3,4140,7964
"Sci-Fi, Fantasy, Shounen, Action",Manga,TV,12,7.39,153,60,1335
"Sci-Fi, Romance, Shounen, Action",Original,Movie,1,7.76,56,58,2562
"Comedy, Sports, Romance, Shounen",Manga,TV,12,6.91,17,4115,2836
"Comedy, Sports, Romance, Shounen",Manga,TV,24,8.34,1353,4115,707
"Comedy, Fantasy, Shounen, Action",Manga,TV,97,7.91,1698,29,498
"Comedy, Sci-Fi, Shounen",Manga,Special,1,5.85,3,49,10320
"Comedy, Romance, Fantasy, Shounen, Supernatural",Manga,OVA,5,7.38,238,151,1807
"Comedy, Romance, Supernatural, Ecchi",Light novel,Special,6,7.39,279,387,842
"Mistery, Sci-Fi, Fantasy, Action",Manga,OVA,1,6.74,34,32812,2707
"Gore, Shounen, Action, Supernatural, Otro",Manga,TV,13,7.68,1840,20632,240
Hentai,Manga,OVA,2,7.24,21,2048,5073
"Comedy, Historical",Manga,TV,77,6.55,1,1025,10784
"Mistery, Shounen, Supernatural, Thriller, Otro",Manga,TV,37,8.67,88696,102544,1
"Sci-Fi, Fantasy, Shounen, Action",Manga,TV,12,6.62,11,60,4840
"Fantasy, Action, Otro",Light novel,Special,1,6.63,269,4108,1413
"Sci-Fi, Action",Original,Movie,1,7.72,180,40,1030
"Fantasy, Shounen",Manga,OVA,1,5.66,0,20,10314
"Comedy, Romance, Fantasy, Otro",Game,Movie,1,6.84,8,4103,2657
"Sci-Fi, Romance",Original,Special,1,6.84,5,34,5002
"Romance, Fantasy, Music",Original,TV,13,7.26,132,8198,2471
"Comedy, Romance, Shoujo",Manga,TV,50,7.53,48,515,3846
"Comedy, Fantasy",Original,OVA,5,6.72,37,5,3487
"Comedy, Historical, Shoujo",Manga,TV,51,6.51,3,1537,9375
"Comedy, Fantasy",Original,TV,12,5.99,11,5,3857
"Sci-Fi, Fantasy, Shounen, Action",Manga,TV,26,7.07,13,60,5246
"Comedy, Fantasy, Shounen, Action",Manga,Special,1,7.39,29,29,2497
Music,Music,Music,1,7.72,58,8192,3384
"Comedy, Shounen, Supernatural, Ecchi",Visual novel,Special,1,6.19,30,401,2037
"Mistery, Comedy, Sci-Fi",Original,Movie,1,6.73,2,32801,5688
"Comedy, Fantasy, Shounen, Action",Original,TV,49,6.17,0,29,9241
"Comedy, Sci-Fi, Shoujo, Action, Ecchi",Manga,OVA,3,7.15,89,809,2994
"Comedy, Romance, Shounen, Supernatural, Ecchi",Light novel,Special,6,6.3,0,403,5057
"Sci-Fi, Shounen",Original,Movie,1,8.17,892,48,602
"Comedy, Romance",Manga,OVA,1,7.48,4,3,3492
Hentai,Visual novel,OVA,2,6.96,65,2048,3375
"Comedy, Romance, Shounen",4-koma manga,TV,12,7.37,61,19,3310
"Shounen, Action",Other,TV,12,6.19,14,24,2860
"Shounen, Otro",Manga,TV,25,7.59,49,4112,3588
"Comedy, Romance, Shounen, Action",Manga,TV,25,8.66,6715,27,134
Comedy,Original,TV,47,5.61,0,1,9973
"Fantasy, Ecchi",Visual novel,TV,12,6.37,20,260,2465
"Comedy, Sports, Shoujo",Manga,OVA,2,6.55,8,4609,4978
"Comedy, Supernatural, Ecchi, Otro",Light novel,TV,11,8.2,2640,4481,146
Action,Original,Special,1,5.76,2,8,5653
"Comedy, Sci-Fi, Romance",Manga,TV,12,6.67,27,35,3262
"Mistery, Comedy, Sci-Fi, Shounen, Action, Ecchi",Original,TV,26,7.24,120,33081,2609
"Comedy, Fantasy, Shounen, Action",Manga,Movie,1,7.26,31,29,3330
"Comedy, Sports",Original,TV,12,5.53,30,4097,2645
"Fantasy, Shoujo",Original,Movie,1,6.11,2,516,8780
"Sci-Fi, Action",Manga,TV,24,7.04,85,40,1966
"Sci-Fi, Action",Original,ONA,3,4.81,2,40,7407
"Romance, Thriller, Otro",Light novel,OVA,2,7.7,705,69634,831
"Comedy, Fantasy, Shounen",Light novel,Movie,1,7.36,25,21,2804
"Romance, Fantasy, Shounen",Manga,Special,6,6.69,7,22,5122
"Romance, Fantasy",Original,TV,13,6.79,173,6,1307
"Fantasy, Shounen, Supernatural",Manga,TV,25,6.8,5,148,4597
"Romance, Shounen",Manga,Movie,1,6.87,3,18,7816
"Comedy, Shounen, Action, Ecchi",Manga,TV,12,7.32,1504,281,291
Hentai,Visual novel,OVA,0,7.13,1,2048,7362
"Fantasy, Otro",Other,TV,12,5.0,0,4100,13434
"Comedy, Fantasy",Original,OVA,1,5.78,0,5,7717
"Historical, Shounen",Novel,TV,13,7.37,69,1040,2291
Comedy,Web manga,Special,1,6.11,7,1,3901
"Comedy, Sci-Fi, Romance",Visual novel,TV,12,7.2,115,35,2246
"Comedy, Sci-Fi, Romance, Fantasy, Action",Visual novel,TV,12,6.21,19,47,2917
"Fantasy, Action, Supernatural",Visual novel,Special,1,7.48,122,140,1661
"Comedy, Sci-Fi, Shounen, Action, Ecchi",Original,OVA,6,7.75,72,313,2752
Romance,Manga,TV,12,6.85,30,2,2990
"Comedy, Sci-Fi, Fantasy, Shounen",Original,TV,25,7.01,0,53,9173
"Romance, Fantasy",Game,TV,12,5.96,9,6,3914
"Sports, Romance, Shounen",Manga,Special,2,6.35,0,4114,10639
"Historical, Romance",Other,TV,32,6.68,0,1026,8497
"Comedy, Romance, Fantasy",Novel,TV,60,6.49,9,7,4366
"Sci-Fi, Romance, Fantasy",Novel,Movie,1,7.08,4,38,7818
"Romance, Shoujo, Supernatural, Ecchi",Original,TV,12,6.68,428,898,1375
Fantasy,Other,Special,2,5.7,5,4,4978
"Comedy, Fantasy, Shounen, Supernatural",Manga,OVA,3,6.45,5,149,6989
"Comedy, Romance, Shounen",4-koma manga,TV,12,7.95,107,19,3069
"Sci-Fi, Romance, Action",Visual novel,OVA,4,6.58,28,42,3201
"Comedy, Sci-Fi, Fantasy, Shounen",Manga,Special,1,7.71,131,53,1372
Hentai,Visual novel,OVA,0,7.29,43,2048,4050
"Sports, Romance",Original,Movie,1,7.75,26,4098,3415
"Sci-Fi, Fantasy, Shounen",Manga,Movie,1,6.47,33,52,3059
"Historical, Romance",Novel,ONA,1,6.2,0,1026,12205
"Fantasy, Action",Light novel,TV,12,7.21,408,12,628
"Comedy, Music, Action",Light novel,OVA,4,5.88,1,8201,7940
"Comedy, Romance",4-koma manga,Special,6,6.45,1,3,7168
"Comedy, Sci-Fi, Romance, Ecchi",Original,TV,10,6.82,31,291,2617
Romance,Game,TV,12,5.99,45,2,2124
"Comedy, Romance",4-koma manga,TV,24,6.25,1,3,7323
"Romance, Shounen, Action",Manga,OVA,2,5.15,0,26,9628
"Comedy, Romance, Otro",4-koma manga,TV,63,6.56,1,4099,11043
Comedy,Manga,TV,26,5.83,9,1,4205
Comedy,Original,ONA,6,5.13,0,1,12348
"Comedy, Romance, Fantasy, Otro",Book,TV,78,8.05,243,4103,3637
"Comedy, Action",Game,TV,10,6.33,0,9,8419
"Comedy, Fantasy",Picture book,TV,45,6.18,4,5,7267
"Comedy, Romance, Action",Web manga,Special,1,6.86,24,11,3285
"Romance, Fantasy, Gore, Action, Supernatural",Manga,OVA,4,6.91,77,16526,2784
"Comedy, Fantasy, Shounen, Action",Manga,TV,102,7.39,235,29,1942
"Shounen, Action",Original,TV,12,5.21,15,24,2457
"Romance, Supernatural, Otro",Novel,TV,12,6.43,60,4226,2025
"Comedy, Shounen",Manga,ONA,1,7.69,135,17,2498
"Comedy, Romance, Fantasy, Action, Ecchi",Light novel,TV,12,7.56,777,271,250
"Comedy, Sci-Fi, Romance, Fantasy, Action",Manga,Movie,1,6.88,4,47,5594
"Romance, Fantasy, Music, Otro",Book,Movie,1,7.03,16,12294,3913
"Comedy, Sci-Fi, Action",Original,TV,12,7.04,11,41,2548
"Romance, Fantasy, Shounen, Action, Otro",Manga,TV,25,8.49,64032,4126,2
"Comedy, Romance",Manga,TV,12,6.98,55,3,4054
"Comedy, Gore",Original,ONA,1,4.61,0,16385,9591
Sci-Fi,Original,Special,1,6.55,4,32,4622
"Comedy, Romance, Shounen",Manga,TV,12,7.35,253,19,1333
"Comedy, Romance",Light novel,OVA,1,8.19,196,3,1049
"Comedy, Romance, Action, Supernatural",Original,Special,2,7.74,322,139,468
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Manga,OVA,1,7.26,36,307,3373
"Mistery, Romance, Shounen, Action",Manga,OVA,6,6.59,26,32794,4530
"Comedy, Romance, Fantasy",Visual novel,TV,12,6.6,45,7,3359
"Sci-Fi, Romance, Shoujo, Gore, Action, Supernatural",Manga,OVA,1,5.98,10,17066,4733
"Romance, Fantasy, Action",Visual novel,TV,25,7.34,322,14,1147
"Mistery, Sci-Fi, Otro",Manga,TV,10,7.32,41,36896,2119
"Sci-Fi, Action",Light novel,OVA,12,6.25,1,40,9005
"Sci-Fi, Romance, Gore, Otro",Original,Movie,1,8.48,8159,20514,216
Comedy,Manga,ONA,1,4.99,1,1,10671
"Comedy, Romance, Fantasy",Manga,OVA,8,7.57,6,7,5196
"Gore, Otro",Manga,OVA,1,6.37,1,20480,6376
"Sci-Fi, Shounen",Original,TV,39,6.68,12,48,3649
"Mistery, Comedy, Shounen, Action",Manga,Special,1,7.21,0,32793,6028
"Sports, Romance, Music, Hentai",Manga,OVA,1,6.61,38,14338,3943
"Comedy, Sci-Fi, Fantasy, Shounen",Manga,Movie,1,6.15,0,53,9581
Romance,Original,OVA,1,5.34,1,2,6350
"Comedy, Romance",4-koma manga,TV,12,7.2,66,3,1731
Romance,Manga,TV,20,6.3,0,2,8781
"Comedy, Sports, Shounen, Action",Manga,Movie,1,6.3,0,4121,9924
"Comedy, Fantasy, Otro",Manga,Movie,1,6.67,59,4101,1615
"Comedy, Romance, Fantasy",Book,TV,52,6.69,4,7,7950
"Comedy, Sci-Fi, Historical, Shounen",Manga,Movie,1,7.11,4,1073,6654
"Romance, Fantasy, Gore, Otro",Manga,OVA,1,6.93,5,20486,5116
"Fantasy, Shounen, Action",Light novel,OVA,1,5.74,0,28,7308
"Sci-Fi, Music, Action",Original,TV,13,7.51,440,8232,1975
"Comedy, Romance",4-koma manga,TV,26,8.04,4362,3,369
"Fantasy, Shounen, Action",Game,TV,13,6.2,119,28,943
"Comedy, Fantasy, Gore, Supernatural",Manga,TV,65,7.03,16,16517,6863
"Historical, Romance, Shoujo",Manga,TV,20,6.96,6,1538,7481
"Comedy, Romance, Otro",Novel,TV,24,8.38,15923,4099,132
"Fantasy, Gore, Action, Supernatural",Manga,OVA,2,6.2,17,16524,4825
"Comedy, Romance, Shoujo",Manga,Special,1,7.41,125,515,1506
Hentai,Visual novel,OVA,2,6.63,27,2048,5112
Hentai,Visual novel,OVA,2,7.05,22,2048,4840
"Fantasy, Action, Supernatural",Visual novel,TV,13,8.4,3954,140,169
Music,Original,TV,10,5.54,5,8192,7983
"Comedy, Otro",Original,TV,52,6.04,0,4097,10358
"Sci-Fi, Romance, Fantasy, Action",Other,TV,13,7.33,39,46,5023
"Comedy, Romance",Manga,TV,330,7.39,24,3,6853
"Comedy, Romance, Shounen, Supernatural, Ecchi",Manga,TV,12,6.41,125,403,889
"Comedy, Sci-Fi, Fantasy",Novel,OVA,3,6.23,2,37,6479
"Sci-Fi, Romance, Music",Other,OVA,2,6.71,5,8226,4889
Comedy,Manga,Special,1,6.29,2,1,5459
"Comedy, Otro",Original,TV,215,4.6,1,4097,11023
Hentai,Visual novel,OVA,2,6.7,19,2048,4774
Sports,Manga,ONA,33,6.73,0,4096,10908
"Romance, Music",Original,TV,13,7.4,450,8194,874
"Comedy, Sci-Fi, Historical, Shounen, Action",Manga,Special,1,8.33,35,1081,2673
Fantasy,Original,TV,26,6.48,6,4,5123
"Romance, Shoujo",Web manga,ONA,10,6.64,0,514,13776
"Sports, Fantasy, Shounen",Manga,TV,51,6.87,34,4116,4607
"Action, Otro",Card game,TV,51,6.94,15,4104,6543
"Fantasy, Shounen, Action, Supernatural",Manga,OVA,13,8.18,635,156,1441
"Romance, Fantasy, Shoujo, Supernatural",Manga,Special,2,8.47,22,646,3294
Comedy,Manga,ONA,1,6.0,0,1,4856
"Romance, Fantasy, Gore, Shounen, Action, Supernatural",Visual novel,TV,14,7.26,234,16542,1496
Hentai,Visual novel,OVA,1,7.07,26,2048,4402
"Sci-Fi, Romance, Fantasy, Action, Otro",Other,TV,24,7.59,1211,4142,865
"Comedy, Fantasy, Shounen, Action",Manga,OVA,1,7.5,19,29,2268
"Comedy, Fantasy",Original,OVA,1,6.64,1,5,7899
"Action, Supernatural",Manga,Special,1,6.62,11,136,3484
"Historical, Action",Novel,Special,1,6.26,0,1032,9772
Sci-Fi,Other,OVA,1,4.92,0,32,8730
"Comedy, Otro",Picture book,ONA,1,4.08,0,4097,13486
"Comedy, Sci-Fi, Action",Light novel,TV,24,7.75,3899,41,187
"Comedy, Romance, Supernatural",Original,Special,4,7.57,2,131,4042
"Romance, Fantasy, Otro",Manga,TV,48,5.97,0,4102,9918
"Romance, Shoujo",Manga,OVA,1,5.86,0,514,10581
"Comedy, Romance",4-koma manga,TV,26,7.38,59,3,3873
"Fantasy, Action, Otro",Light novel,TV,12,7.53,1722,4108,186
"Sci-Fi, Fantasy",Original,TV,12,6.79,82,36,2376
"Romance, Shoujo",Manga,OVA,3,7.14,9,514,7400
Comedy,Original,Movie,1,6.72,17,1,4973
"Action, Otro",Card game,Special,1,6.31,1,4104,10973
"Romance, Shounen, Otro",Manga,TV,12,7.56,1688,4114,253
"Comedy, Hentai, Supernatural",Manga,OVA,1,5.05,0,2177,9589
"Comedy, Romance, Shounen",4-koma manga,TV,13,7.49,137,19,801
"Fantasy, Shounen",Game,OVA,4,6.91,46,20,2786
"Comedy, Romance, Fantasy, Supernatural",Manga,OVA,2,6.2,3,135,7114
"Comedy, Sci-Fi, Shounen, Action",Original,TV,24,6.94,40,57,3114
"Comedy, Shounen, Action, Ecchi",Visual novel,TV,12,6.21,28,281,2576
"Romance, Fantasy",Original,ONA,1,5.15,0,6,13273
"Music, Ecchi",Visual novel,TV,12,6.25,11,8448,4371
"Comedy, Sci-Fi, Historical, Romance, Fantasy, Shounen, Action",Original,TV,24,6.88,60,1087,2824
Comedy,Manga,Movie,1,6.05,0,1,12637
"Fantasy, Action, Otro",Game,ONA,1,6.99,5,4108,7151
"Comedy, Romance",Original,TV,24,8.44,4590,3,325
"Romance, Shoujo, Otro",Manga,OVA,1,6.14,0,4610,10208
"Fantasy, Supernatural",Light novel,OVA,1,7.37,60,132,1403
Comedy,Manga,Special,7,6.94,59,1,1758
"Comedy, Sci-Fi, Romance, Ecchi",Light novel,OVA,1,7.51,216,291,912
"Comedy, Otro",Original,TV,52,5.95,2,4097,8622
"Comedy, Sci-Fi",Original,OVA,3,5.28,2,33,8108
"Comedy, Romance, Shoujo",Manga,TV,102,8.15,879,515,1948
Action,Original,TV,12,5.7,154,8,1266
"Comedy, Romance, Shounen, Ecchi",Manga,OVA,2,5.89,1,275,10837
Comedy,4-koma manga,ONA,0,5.45,0,1,13186
"Fantasy, Shounen, Action",Manga,TV,12,7.93,1856,28,418
"Mistery, Sci-Fi, Action",Original,OVA,3,6.64,12,32808,4016
"Historical, Fantasy, Action, Supernatural, Otro",Manga,TV,13,7.0,133,5260,1611
"Music, Ecchi",Light novel,Special,1,5.9,3,8448,4214
"Romance, Shoujo",Novel,TV,43,7.62,12,514,6721
"Comedy, Romance, Shounen",4-koma manga,TV,13,6.35,5,19,4451
"Comedy, Romance, Supernatural",Visual novel,TV,12,6.84,489,131,996
"Romance, Shounen, Action",Manga,TV,43,7.6,91,26,3017
"Comedy, Romance, Fantasy, Supernatural",Web manga,ONA,0,6.53,5,135,6306
Romance,Original,Movie,2,6.14,1,2,8119
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action",Manga,TV,0,5.61,5,63,3568
"Sci-Fi, Romance, Fantasy",Original,Movie,1,8.38,1811,38,364
"Comedy, Romance, Ecchi",Light novel,ONA,10,7.45,72,259,1548
"Sci-Fi, Shounen, Action",Original,TV,50,7.82,20,56,6559
"Romance, Action",Original,Movie,6,8.25,65,10,3347
"Comedy, Shounen",Manga,Movie,1,7.13,2,17,8811
"Romance, Otro",Novel,Special,4,7.5,34,4098,3224
Hentai,Visual novel,OVA,3,5.5,3,2048,8155
"Sci-Fi, Romance, Action",Original,Movie,1,7.21,1,42,4278
Romance,Manga,Movie,1,7.38,19,2,4103
"Comedy, Sci-Fi, Romance",Manga,ONA,7,5.53,4,35,4322
"Historical, Shoujo",Visual novel,Special,1,4.94,0,1536,8592
"Comedy, Romance, Shoujo",Manga,TV,10,7.69,251,515,1954
"Comedy, Romance",Manga,TV,36,6.36,0,3,11090
"Comedy, Otro",Original,ONA,26,3.9,1,4097,10348
"Historical, Shounen, Action",Game,TV,12,7.67,179,1048,1533
Music,Original,TV,0,6.57,3,8192,9583
"Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural, Otro",Original,TV,13,6.8,172,4286,1357
"Fantasy, Action, Supernatural",Game,Special,1,6.29,10,140,3229
Hentai,Visual novel,OVA,3,6.24,6,2048,6276
Sports,Original,Movie,1,5.26,0,4096,11885
"Fantasy, Action",Manga,Special,1,6.14,3,12,7233
"Comedy, Romance, Otro",Manga,TV,12,6.06,14,4099,2412
"Comedy, Otro",Original,TV,12,4.6,0,4097,12905
"Comedy, Sci-Fi, Sports, Shounen, Action",Manga,TV,13,7.04,1,4153,5969
"Sci-Fi, Romance, Action, Otro",Light novel,OVA,2,7.26,85,4138,1078
"Comedy, Romance, Shounen, Ecchi",Manga,TV,16,6.74,27,275,3235
"Romance, Music",Visual novel,Special,1,7.2,16,8194,2431
"Comedy, Romance, Shounen",4-koma manga,TV,32,6.16,9,19,6732
Romance,Other,Special,1,5.65,3,2,7339
"Historical, Action, Supernatural, Otro",Light novel,TV,12,7.32,436,5256,855
Fantasy,Light novel,TV,12,5.64,29,4,1837
"Comedy, Romance, Otro",Manga,TV,5,6.81,3,4099,7893
"Sci-Fi, Shounen, Action",Manga,Movie,1,7.37,8,56,4144
"Comedy, Fantasy, Shounen, Action, Supernatural",Manga,TV,51,8.03,17953,157,23
"Romance, Gore, Otro",Manga,TV,12,7.69,2570,20482,352
"Sports, Romance, Shounen, Action",Manga,Movie,1,7.97,225,4122,1310
Hentai,Original,OVA,1,4.99,1192,2048,1057
"Comedy, Romance",Manga,TV,13,7.76,64,3,1827
"Sports, Romance, Shounen, Action",Manga,TV,13,8.16,312,4122,1136
Otro,Picture book,OVA,4,5.42,0,4096,13119
Fantasy,Game,TV,13,6.83,151,4,1032
"Comedy, Romance, Shounen",Manga,Special,1,6.73,3,19,7601
"Thriller, Otro",Original,TV,11,8.21,12027,69632,76
"Sci-Fi, Shounen, Action",Novel,TV,52,6.51,2,56,8907
"Comedy, Fantasy",Light novel,TV,12,7.05,56,5,2401
"Sci-Fi, Gore",Visual novel,OVA,1,2.33,202,16416,1949
Hentai,Visual novel,OVA,2,7.74,183,2048,2713
Romance,Visual novel,Special,1,6.8,5,2,4817
"Mistery, Comedy, Fantasy, Shounen, Otro",Manga,Movie,1,7.94,16,36885,2276
"Romance, Music",Original,TV,12,7.05,138,8194,1863
"Historical, Romance, Fantasy, Supernatural",Light novel,TV,12,7.43,753,1158,315
Comedy,Other,TV,23,5.63,0,1,10275
"Mistery, Comedy, Sci-Fi, Fantasy, Action",Light novel,OVA,1,6.55,2,32813,6340
Romance,Other,Movie,1,6.33,0,2,13686
"Comedy, Romance, Action",Novel,Movie,1,7.91,30,11,3251
"Comedy, Sci-Fi",Original,OVA,1,5.64,4,33,7855
"Comedy, Romance, Fantasy, Action, Otro",Game,Movie,1,7.11,70,4111,1802
Otro,Other,Movie,1,4.58,0,4096,11938
"Sci-Fi, Fantasy, Action",Game,TV,12,5.79,227,44,792
"Fantasy, Shounen, Supernatural",Manga,TV,45,6.69,2,148,8369
Hentai,Visual novel,OVA,5,6.28,26,2048,5679
Romance,Manga,OVA,1,6.12,4,2,6970
"Romance, Fantasy, Shounen, Action, Supernatural",Light novel,TV,12,6.86,284,158,732
"Romance, Fantasy, Supernatural",Visual novel,TV,13,6.34,3,134,5613
"Music, Shounen",Original,Music,1,4.08,1,8208,10136
"Supernatural, Otro",Game,TV,13,6.34,48,4224,2027
"Action, Supernatural",Game,ONA,3,5.76,0,136,10177
"Sci-Fi, Romance, Fantasy, Otro",Original,TV,26,7.02,263,4134,1391
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Manga,TV,12,7.71,1634,307,405
"Action, Otro",Manga,OVA,1,5.66,0,4104,11146
"Comedy, Romance",Original,TV,25,6.56,8,3,4586
"Sci-Fi, Sports, Shounen",Game,Movie,1,7.63,15,4144,4329
"Sci-Fi, Fantasy, Action",Original,TV,39,6.4,1,44,9364
"Historical, Romance, Fantasy, Shounen, Supernatural, Otro",Manga,Special,1,8.52,60,5270,1548
"Comedy, Sci-Fi, Romance",Visual novel,OVA,1,6.17,13,35,4113
"Comedy, Fantasy, Shounen, Action, Otro",Manga,TV,27,7.29,739,4125,732
"Sci-Fi, Romance, Action",Original,TV,13,7.72,61,42,3811
"Comedy, Sci-Fi, Romance, Fantasy, Supernatural, Ecchi",Light novel,TV,12,7.32,456,423,460
"Sports, Romance, Shounen",Manga,Special,1,6.5,2,4114,6564
"Sci-Fi, Shounen, Action, Supernatural",Manga,TV,13,5.45,1,184,8207
"Comedy, Historical, Romance, Fantasy, Shounen, Action, Supernatural",Manga,TV,26,8.32,1443,1183,626
"Comedy, Romance, Fantasy, Music, Shounen",Manga,Movie,1,7.81,95,8215,1908
"Comedy, Fantasy, Shounen",Manga,Movie,1,7.75,140,21,1586
"Comedy, Romance",Original,Movie,0,5.67,0,3,13507
"Comedy, Otro",Other,TV,52,7.13,7,4097,8164
Otro,Original,Special,1,5.33,0,4096,13022
"Fantasy, Otro",Manga,Movie,1,7.32,20,4100,6191
"Comedy, Romance",4-koma manga,ONA,13,6.5,0,3,6150
"Comedy, Sci-Fi, Historical, Romance, Fantasy",Other,TV,26,7.31,30,1063,3788
Fantasy,Game,TV,26,7.08,3,4,7768
Music,Music,Music,1,4.85,0,8192,12735
"Romance, Fantasy, Shoujo",Manga,TV,24,7.39,911,518,1243
"Comedy, Romance, Fantasy, Ecchi",Other,TV,12,6.51,64,263,2571
"Sci-Fi, Fantasy, Gore, Supernatural",Original,Movie,3,7.06,45,16548,3135
"Comedy, Shounen",Manga,TV,26,7.92,188,17,3037
"Sci-Fi, Fantasy, Action",Original,TV,26,6.22,17,44,4485
Comedy,Original,Special,1,6.04,0,1,8976
Comedy,Manga,TV,4,5.53,0,1,9794
"Romance, Shounen, Ecchi",Manga,OVA,2,7.71,76,274,1376
Hentai,Original,OVA,1,5.73,9,2048,6760
"Gore, Shounen, Action, Supernatural, Otro",Manga,Movie,1,7.45,13,20632,3213
"Hentai, Supernatural",Visual novel,OVA,2,6.23,11,2176,5567
"Sports, Shounen",Manga,TV,47,6.31,1,4112,9920
"Historical, Action, Supernatural",Novel,OVA,2,5.29,6,1160,4989
"Comedy, Romance, Supernatural, Ecchi",Web manga,TV,12,6.9,378,387,536
"Comedy, Shounen, Action, Supernatural",Manga,TV,112,8.48,10968,153,246
"Fantasy, Otro",Game,Movie,3,7.13,7,4100,8834
"Fantasy, Shounen, Action",Light novel,TV,24,7.76,1687,28,448
"Comedy, Romance, Otro",Manga,Special,2,7.8,53,4099,2455
"Gore, Supernatural, Thriller, Otro",Original,TV,13,6.51,30,86144,2468
Comedy,Light novel,Special,13,6.8,28,1,2618
"Historical, Romance, Action, Supernatural",Book,Movie,1,7.46,60,1162,2826
"Comedy, Otro",Original,ONA,2,6.17,0,4097,11757
"Action, Supernatural",Manga,ONA,24,7.93,53,136,3916
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",Manga,OVA,6,7.46,224,307,862
"Sci-Fi, Fantasy, Action",Original,TV,12,6.89,96,44,1951
"Comedy, Shoujo, Action",Manga,TV,12,7.44,408,521,927
"Comedy, Historical, Fantasy, Shounen",Manga,Special,1,7.32,28,1045,2592
"Sports, Shounen",Manga,OVA,1,7.88,98,4112,1652
"Sci-Fi, Fantasy, Action",Manga,Movie,1,6.88,33,44,4281
Hentai,Visual novel,OVA,6,7.7,631,2048,2115
"Sports, Romance, Shounen, Action",Manga,OVA,2,7.45,28,4122,2567
Hentai,Manga,OVA,1,6.43,16,2048,6000
"Comedy, Romance, Fantasy, Ecchi",Original,TV,12,6.63,23,263,3586
"Comedy, Historical",Original,Special,7,5.72,1,1025,8618
"Mistery, Comedy, Sci-Fi, Fantasy, Action",Light novel,OVA,6,6.78,13,32813,4747
"Romance, Fantasy, Gore, Shounen, Supernatural",Novel,OVA,1,6.3,22,16534,3775
"Mistery, Sci-Fi, Action, Otro",Original,TV,11,7.54,1029,36904,180
"Romance, Hentai",Original,OVA,1,5.3,4,2050,8198
"Fantasy, Shounen, Action",Game,Movie,1,6.65,2,28,8373
"Comedy, Romance",4-koma manga,Special,3,6.04,0,3,8682
"Comedy, Romance, Music",Other,ONA,12,4.52,0,8195,8475
